직급_code,직급_value
04275,해병소장
04276,해병준장
04277,해병대령
04278,해병중령
04279,해병소령
04280,해병대위
04281,해병중위
04282,해병소위
04283,해병준위
04284,해병상사
04285,해병중사
04286,해병하사
04287,해병병장
04288,해병상병
04289,해병일병
04290,해병이병
04291,해병방위병
04292,군무원1급
04293,군무원2급
04294,군무원3급
04295,군무원4급
04296,군무원5급
04297,군무원6급
04298,군무원7급
04299,군무원8급
04300,군무원9급
04301,정보서기관
04302,정보사무관
04303,정보주사
04304,정보주사보
04305,정보서기
04306,정보서기보
04307,보안서기관
04308,보안사무관
04309,보안주사
04310,보안주사보
04311,보안서기
04312,보안서기보
04313,수사서기관
04314,수사사무관
04315,수사주사
04316,수사주사보
04317,수사서기
04318,수사서기보
04634,고용원(1종)
04635,보선원(1종)
04636,건축보조원(1종)
04637,목공원(1종)
04638,선박원(1종)
04639,담배제조원(1종)
04640,홍삼제조원(1종)
04641,영사원(1종)
04642,교환원(1종)
04643,전기보조원(1종)
04644,기계보조원(1종)
04645,인쇄원(1종)
04646,정비원(1종)
04647,고용원(2종)
04648,토석원(2종)
04649,배관원(2종)
04650,건축보조원(2종)
04651,통신보조원(1종)
04652,기계보조원(2종)
04653,도장원(1종)
04654,화공보조원(2종)
04655,영림원(2종)
04656,원예원(2종)
04657,보건보조원(2종)
04658,간호보조원(2종)
04659,보조원(2종)
04660,경비원(2종)
04661,제품원(2종)
04662,역무원(2종)
04663,사역원(2종)
04664,건널목안내원(2종)
04665,조발원(2종)
04666,전달원(2종)
04667,조리원(2종)
04668,감식원(1종)
04669,소방원(2종)
04727,유사1종
04728,통역원
04729,속기사
04730,모필사
04731,약제사
04732,자료분석원(잡급)
04733,프로그래머
04734,프로그래머보
04735,유사2종
04736,검사원
04737,의료기사
04738,번역사
04739,보모
04740,선원
04741,촬영수
04742,유사3종
04743,타자수
04744,집배부
04745,교환수
04746,감시원
04747,유사4종
04748,청사관리인부
04749,관리인부
04750,경비원
04751,조사집계원
04752,사서요원
04753,보조부
04754,유사5종
04755,노무원
04756,유사6종
04757,교사보
04758,유사7종
04759,유사8종
04760,촉탁
04761,임시직공무원
04762,제도사
04763,통신기술사
04764,측량기사
04765,목수
04766,재단사
04767,전기기계공
04768,보이라공
04769,서기
04772,시·도지사
04773,시·도부지사
04774,시장
04775,군수
04776,자치구청장
04797,지방교육행정사무관
04798,지방사회복지사무관
05049,지방학예연구관
05050,지방학예연구사
05057,지방편사연구관
05058,지방편사연구사
05065,지방공업연구관
05066,지방공업연구사
05085,지방농업연구사
05093,지방임업연구관
05094,지방임업연구사
05102,지방잠업연구관
05103,지방잠업연구사
05111,지방축산연구관
05112,지방축산연구사
05120,지방가축위생연구관
05121,지방가축위생연구사
05129,지방농공연구관
05130,지방농공연구사
05138,지방수산연구관
05139,지방수산연구사
05147,지방보건연구관
05148,지방보건연구사
05156,지방환경연구관
05157,지방환경연구사
05165,지방토목연구관
05166,지방토목연구사
05167,지방건축연구관
05168,지방건축연구사
05185,지방어촌지도관
05186,지방어촌지도사
05228,지방1급상당
05229,지방2급상당
05230,지방3급상당
05231,지방4급상당
05232,지방5급상당
05233,지방6급상당
05234,지방7급상당
05235,지방8급상당
05236,지방9급상당
05239,지방교육감
05240,지방교육장
05248,교수
05249,부교수
05250,조교수
05413,지방고용원
05414,지방고용원
05415,지방고용원1종(방범원)
05416,지방고용원1종(지도원)
05417,지방경노무(사환)
05418,지방제도사
05419,지방통신기술사
05421,지방목수
05422,지방재단사
05423,지방전기기계공
05424,지방보이라공
05425,지방유사1종
05426,지방통역원
05427,지방속기사
05428,지방모필사
05429,지방약제사
05430,지방프로그래머
05431,지방유사2종
05432,지방검사원
05433,지방의료기사
05434,지방번역사
05435,지방보모
05436,지방선원
05437,지방촬영수
05438,지방유사3종
05439,지방타자수
05440,지방집배부
05441,지방교환수
05442,지방감시원
05443,지방유사4종
05444,지방청사관리인부
05445,지방관리인부
05446,지방경비원
05447,지방조사집계원
05448,지방사서요원
05449,지방보조부
05450,지방유사5종
05451,지방노무원
05452,지방유사6종
05453,지방교사
05454,지방교사보
05455,지방유사7종
05456,지방유사8종
05457,지방촉탁
05460,교장
05461,교감
05462,교사
05463,원장
05464,원감
05465,소방총감
05710,기능1급 정보통신기장
05711,기능2급 정보통신기장
05712,기능3급 정보통신기장
05713,기능4급 정보통신기장
05714,기능5급 정보통신기장
05715,기능6급 정보통신원
05716,기능7급 정보통신원
05717,기능8급 정보통신원
05718,기능9급 정보통신원
05719,기능10급 정보통신원
05720,기능1급 정보통신기장(전신기장)
05721,기능2급 정보통신기장(전신기장)
05722,기능3급 정보통신기장(전신기장)
05723,기능4급 정보통신기장(전신기장)
05724,기능5급 정보통신기장(전신기장)
05725,기능6급 정보통신원(전신원)
05726,기능7급 정보통신원(전신원)
05727,기능8급 정보통신원(전신원)
05728,기능9급 정보통신원(전신원)
05729,기능10급 정보통신원(전신원)
05730,기능1급 정보통신기장(전송기장)
05731,기능2급 정보통신기장(전송기장)
05732,기능3급 정보통신기장(전송기장)
05733,기능4급 정보통신기장(전송기장)
05734,기능5급 정보통신기장(전송기장)
05735,기능6급 정보통신원(전송원)
05736,기능7급 정보통신원(전송원)
05737,기능8급 정보통신원(전송원)
05738,기능9급 정보통신원(전송원)
05739,기능10급 정보통신원(전송원)
05740,기능1급 정보통신기장(전화수리기장)
05741,기능2급 정보통신기장(전화수리기장)
05742,기능3급 정보통신기장(전화수리기장)
05743,기능4급 정보통신기장(전화수리기장)
05744,기능5급 정보통신기장(전화수리기장)
05745,기능6급 정보통신원(전화수리원)
05746,기능7급 정보통신원(전화수리원)
05747,기능8급 정보통신원(전화수리원)
05748,기능9급 정보통신원(전화수리원)
05749,기능10급 정보통신원(전화수리원)
05750,기능1급 정보통신기장(전기기장)
05751,기능2급 정보통신기장(전기기장)
05752,기능3급 정보통신기장(전기기장)
05753,기능4급 정보통신기장(전기기장)
05754,기능5급 정보통신기장(전기기장)
05755,기능6급 정보통신원(전기원)
05756,기능7급 정보통신원(전기원)
05757,기능8급 정보통신원(전기원)
05758,기능9급 정보통신원(전기원)
05759,기능10급 정보통신원(전기원)
05760,기능1급 정보통신기장(기계기장)
05761,기능2급 정보통신기장(기계기장)
05762,기능3급 정보통신기장(기계기장)
05763,기능4급 정보통신기장(기계기장)
05764,기능5급 정보통신기장(기계기장)
05765,기능6급 정보통신원(기계원)
05766,기능7급 정보통신원(기계원)
05767,기능8급 정보통신원(기계원)
05768,기능9급 정보통신원(기계원)
05769,기능10급 정보통신원(기계원)
05770,기능1급 정보통신기장(운전기장)
05771,기능2급 정보통신기장(운전기장)
05772,기능3급 정보통신기장(운전기장)
05773,기능4급 정보통신기장(운전기장)
05774,기능5급 정보통신기장(운전기장)
05775,기능6급 정보통신원(운전원)
05776,기능7급 정보통신원(운전원)
05777,기능8급 정보통신원(운전원)
05778,기능9급 정보통신원(운전원)
05779,기능10급 정보통신원(운전원)
05780,기능1급 정보통신기장(집배장)
05781,기능2급 정보통신기장(집배장)
05782,기능3급 정보통신기장(집배장)
05783,기능4급 정보통신기장(집배장)
05784,기능5급 정보통신기장(집배장)
05785,기능6급 정보통신원(집배원)
05786,기능7급 정보통신원(집배원)
05787,기능8급 정보통신원(집배원)
05788,기능9급 정보통신원(집배원)
05789,기능10급 정보통신원(집배원)
05790,기능1급 정보통신기장(우편장)
05791,기능2급 정보통신기장(우편장)
05792,기능3급 정보통신기장(우편장)
05793,기능4급 정보통신기장(우편장)
05794,기능5급 정보통신기장(우편장)
05795,기능6급 정보통신원(우편원)
05796,기능7급 정보통신원(우편원)
05797,기능8급 정보통신원(우편원)
05798,기능9급 정보통신원(우편원)
05799,기능10급 정보통신원(우편원)
05800,기능1급 정보통신기장(계리장)
05801,기능2급 정보통신기장(계리장)
05802,기능3급 정보통신기장(계리장)
05803,기능4급 정보통신기장(계리장)
05804,기능5급 정보통신기장(계리장)
05805,기능6급 정보통신원(계리원)
05806,기능7급 정보통신원(계리원)
05807,기능8급 정보통신원(계리원)
05808,기능9급 정보통신원(계리원)
05809,기능10급 정보통신원(계리원)
05810,기능1급 정보통신기장(방호장)
05811,기능2급 정보통신기장(방호장)
05812,기능3급 정보통신기장(방호장)
05813,기능4급 정보통신기장(방호장)
05814,기능5급 정보통신기장(방호장)
05815,기능6급 정보통신원(방호원)
05816,기능7급 정보통신원(방호원)
05817,기능8급 정보통신원(방호원)
05818,기능9급 정보통신원(방호원)
05819,기능10급 정보통신원(방호원)
05820,기능1급 정보통신기장(난방기장)
05821,기능2급 정보통신기장(난방기장)
05822,기능3급 정보통신기장(난방기장)
05823,기능4급 정보통신기장(난방기장)
05824,기능5급 정보통신기장(난방기장)
05827,기능8급 정보통신원(난방원)
05828,기능9급 정보통신원(난방원)
05829,기능10급 정보통신원(난방원)
05830,기능6급 정보통신원(위생원)
05831,기능7급 정보통신원(위생원)
05832,기능8급 정보통신원(위생원)
05833,기능9급 정보통신원(위생원)
05834,기능10급 정보통신원(위생원)
05835,기능1급 정보통신기장(계량장)
05836,기능2급 정보통신기장(계량장)
05837,기능3급 정보통신기장(계량장)
05838,기능4급 정보통신기장(계량장)
05839,기능5급 정보통신기장(계량장)
05840,기능6급 정보통신원(계량원)
05841,기능7급 정보통신원(계량원)
05842,기능8급 정보통신원(계량원)
05843,기능9급 정보통신원(계량원)
05844,기능10급 정보통신원(계량원)
05845,기능6급 정보통신원(환경미화원)
05846,기능7급 정보통신원(환경미화원)
05847,기능8급 정보통신원(환경미화원)
05848,기능9급 정보통신원(환경미화원)
05849,기능10급 정보통신원(환경미화원)
05850,기능6급 정보통신원(사무원)
05851,기능7급 정보통신원(사무원)
05852,기능8급 정보통신원(사무원)
05853,기능9급 정보통신원(사무원)
05854,기능10급 정보통신원(사무원)
05875,행정사무관
05876,행정사무관
05877,행정사무관
05878,행정사무관
05879,행정사무관
05880,행정사무관
05881,원장(차관급)
05882,감사위원
05883,사무총장
05884,처장
05885,청장
05886,국무조정실장
05887,차장
05888,위원장(차관급)
05889,비서관
05891,갑판원(1종)
05892,제품수
05893,난방원(1종)
05894,원자력연구사보
05924,전문계약직 가급
05925,전문계약직 나급
05926,전문계약직 다급
05927,전문계약직 라급
05928,전문계약직 마급
05929,시간제일반계약직 1호
05930,시간제일반계약직 2호
05931,시간제일반계약직 3호
05932,시간제일반계약직 4호
05933,시간제일반계약직 5호
05934,시간제일반계약직 6호
05935,시간제일반계약직 7호
05936,시간제일반계약직 8호
05937,시간제일반계약직 9호
05938,시간제일반계약직 10호
05939,시간제전문계약직 가급
05940,시간제전문계약직 나급
05941,시간제전문계약직 다급
05942,시간제전문계약직 라급
05943,시간제전문계약직 마급
05956,본부장
05958,외교정보관리담당(4급상당)
05959,외교정보관리담당(5급상당)
05960,특수분야전문요원(1급상당)
05961,특수분야전문요원(2급상당)
05962,특수분야전문요원(3급상당)
05963,특수분야전문요원(4급상당)
05964,특수분야전문요원(5급상당)
05965,특수분야전문요원(6급상당)
05966,특수외국어전문요원(4급상당)
05967,특수외국어전문요원(5급상당)
05968,특수외국어전문요원(6급상당)
05975,재판소장
05976,헌법연구관보
05977,헌법연구원
05978,부장판사
05980,별정직1급상당
05981,별정직2급상당
05982,별정직3급상당
05983,별정직4급상당
